Date,AXP,AAPL,CAT,BA,CSCO,CVX,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
8/7/08,2272,6734,925,2037,2346,946,821,1938,2438,1772,1481,3312,3115,1430,5861,1735,5911,713,490,6997,3811,979,1655,177,210,305,1711,1118,6878,6106
8/8/08,1941,6902,866,1866,1805,743,751,1653,2289,1575,1516,3050,2852,1123,5797,1349,5291,581,461,9375,3593,773,1514,143,210,253,1464,1044,5726,6025
8/9/08,1302,9627,563,1319,1222,597,466,1375,1663,1015,1300,2125,2497,663,4608,845,4630,356,260,7326,3134,506,1125,57,110,143,1061,953,4954,5559
8/10/08,1448,6146,557,1508,1149,851,481,1462,1787,1086,1324,2131,2450,822,7729,835,5134,457,319,7548,3650,569,1205,99,101,196,1098,937,5203,5686
8/11/08,2174,7178,817,1946,1851,1048,744,1785,2711,1688,1661,3042,3680,1204,6286,1645,5872,663,528,6490,4675,990,1723,169,186,251,1467,1246,6411,6344
8/12/08,2247,7279,823,2099,1954,1031,829,1805,2559,1797,1523,4110,3525,1251,6582,1826,6141,731,486,7984,4405,857,1765,190,288,326,1359,1346,6243,6288
8/13/08,2069,7389,834,1918,1959,897,880,1779,2435,1948,1458,3585,3230,1192,7911,1664,5706,675,498,10147,4329,984,1625,191,241,263,1335,1263,6213,6228
8/14/08,2322,7199,832,1823,1846,809,724,1894,2380,1704,1502,3142,3082,1077,6236,1590,5870,624,476,7616,4262,860,1540,177,217,244,1289,1159,6310,5822
8/15/08,1988,6269,691,1632,1589,697,614,1397,2108,1482,1352,2723,2715,1036,5530,1474,5091,528,411,5547,3722,687,1323,151,189,257,1356,1021,6314,6127
8/16/08,1365,5487,532,1412,1222,534,492,1125,1524,986,1293,2252,2221,757,6576,890,4661,389,239,4972,3464,477,1125,101,81,175,1139,851,4944,5587
8/17/08,1328,5622,555,1488,1200,557,518,1236,1817,1069,1339,2131,2304,694,5450,932,5002,517,281,5196,3886,527,1240,89,119,192,1185,962,5152,5921
8/18/08,2113,7155,843,1777,2017,854,815,1444,2452,1759,1525,3197,3001,1092,6767,1458,6227,627,465,6801,5059,806,1601,192,233,238,1599,1428,6280,6379
8/19/08,2186,7669,901,1984,2136,824,878,1604,2575,1805,1758,3401,3080,1234,7051,1715,5996,768,473,8532,4584,915,1783,215,243,280,1694,1358,6751,6278
8/20/08,2024,7184,886,2655,1981,877,829,1584,2634,1762,1739,3540,3153,1215,7867,1692,5713,743,512,9906,4915,869,1757,163,223,312,1665,1213,5943,6138
8/21/08,2002,7619,809,2997,1952,822,910,1568,2527,1801,1707,3539,3189,1220,6533,1576,5742,793,470,13128,4643,848,1773,160,243,348,1443,1084,6345,6073
8/22/08,2038,7293,811,2258,1882,743,682,1409,2131,1656,1663,3177,3163,1059,6130,1580,5398,626,503,14948,4307,941,1535,180,209,285,1253,1111,7529,6194
8/23/08,1423,5756,540,1821,1289,584,708,1051,1661,1071,1404,2266,2222,686,5125,1025,4432,420,303,13694,3326,658,1146,112,111,194,959,786,4954,5915
8/24/08,1387,5906,725,1838,1179,626,684,1088,1715,1103,1457,2233,2321,845,5873,938,5142,462,273,13345,4076,538,1281,94,100,225,912,885,5329,6068
8/25/08,1987,7094,780,2300,1947,779,943,1497,2485,1733,1862,3322,3029,1280,7104,1604,5955,634,473,15188,4873,871,1710,165,237,279,1282,1242,6411,6417
8/26/08,2227,7717,880,2300,2003,847,895,1707,2490,1744,1682,3930,3100,1282,7086,1707,6015,725,533,14970,4643,851,1862,155,230,283,1321,1155,6485,6538
8/27/08,1993,7943,892,2277,2168,846,969,1768,2454,1875,1811,3779,3028,1313,7129,1591,6481,741,614,16429,4693,980,1726,200,284,357,1426,1262,6481,6658
8/28/08,1988,8163,903,2114,2116,838,887,1705,2362,1763,2044,3720,3007,1278,7358,1609,6072,769,508,16224,4632,990,1903,203,261,315,1367,1180,6569,6242
8/29/08,1927,7703,765,2022,1877,819,718,1554,2293,1483,1475,3329,2697,1044,6485,1479,5460,583,384,15387,4013,822,1629,147,185,300,1143,1049,5813,5885
8/30/08,1380,5722,601,1808,1210,610,561,1313,1749,1035,1288,2248,2089,729,4890,957,4500,418,276,13642,3344,582,1157,70,108,180,859,758,4862,5499
8/31/08,1426,6096,583,1666,1311,597,610,1291,1803,1309,1418,2312,2070,767,5246,1062,4905,484,292,13578,3747,596,1338,71,81,208,861,900,5001,5820
9/1/08,1792,7265,743,2013,1655,690,815,1520,2115,1519,1733,3189,2651,1043,6757,1275,5636,632,387,14614,4226,759,1748,90,130,234,1026,1029,6032,6115
9/2/08,2036,8542,791,2140,2079,766,921,1754,2484,1746,1729,3586,2999,1294,7220,1662,6262,756,535,16045,4850,919,2103,179,210,283,1413,1089,6142,5880
9/3/08,2075,9262,763,2286,2220,852,908,1784,2669,1960,1759,3721,3260,1347,7987,1633,6471,762,517,16245,4904,1008,2354,168,219,291,1569,1040,6642,5795
9/4/08,2163,9504,993,2621,2169,886,986,1735,2717,1743,1708,4117,3103,1388,7625,1687,7139,734,556,16791,4885,1008,2247,139,230,318,1556,1094,6379,5795
9/5/08,1910,8915,850,2287,2055,826,767,1591,2422,1669,1692,3576,2993,1263,7013,1564,6334,727,464,16432,4576,865,1884,156,228,280,1345,1123,5754,5894
9/6/08,1374,6562,605,2292,1373,620,646,1309,1836,1179,1419,2736,2337,865,5664,1125,4762,465,374,14457,3263,659,1739,110,144,222,1013,832,4997,5844
9/7/08,1487,7384,617,2263,1318,647,648,1302,1787,1546,1449,2630,2384,970,6427,1216,5476,577,353,14846,3783,707,1592,98,129,253,1015,836,5690,6194
9/8/08,2176,10005,937,2548,2230,858,993,1959,2781,2192,1620,4094,3143,1438,8139,1975,7229,931,525,17537,5264,1066,2530,194,261,336,1408,1136,6613,6773
9/9/08,2127,12228,966,2461,2279,945,1003,1751,3093,2307,1716,4165,3306,1460,9661,1980,8593,903,631,17291,5712,1221,2606,226,236,292,1383,1159,6680,6776
9/10/08,2138,11917,929,2415,2097,918,927,1745,2700,2635,1531,3810,3228,1528,8463,1976,8040,741,553,15884,5386,1029,2199,241,258,276,1300,1061,6516,5895
9/11/08,2141,11325,1009,2265,2222,986,980,1837,2669,3053,1621,4327,3098,1447,8656,2286,8353,830,625,16768,6027,1020,2311,181,231,299,1374,1124,6650,6389
9/12/08,2152,9831,842,2250,2110,891,884,1883,2493,3037,1411,3659,2964,1304,7837,2366,9075,730,470,14528,5105,948,1852,162,204,282,1273,1069,7430,6258
9/13/08,1594,7358,752,1727,1277,647,636,1451,1875,4055,1433,3665,2450,827,6061,2015,5635,560,344,5679,3505,685,1518,112,153,182,942,830,5212,5967
9/14/08,1814,7893,732,2375,1423,735,724,1551,2101,2879,1490,3006,2563,1041,6844,2268,6060,548,370,6155,4127,771,1609,114,188,213,1032,960,5737,6438
9/15/08,4905,10577,1101,2502,2387,1206,1111,2536,3441,15388,1725,4276,3430,1583,8961,10316,8368,1101,693,8663,5920,1211,2460,316,258,412,1505,1547,7549,6756
9/16/08,4577,10819,1012,2586,2367,1170,1181,2565,3663,16500,1750,4792,3533,1599,8681,10170,8560,1043,723,8826,5789,1149,2612,341,330,429,1456,1742,7763,6648
9/17/08,3635,10734,996,2465,2399,1223,1219,2806,4287,12048,1701,4677,3539,1611,9144,9006,8817,1221,684,9279,5896,1265,2646,371,332,471,1689,1563,7860,6562
9/18/08,3135,11493,1119,2342,2249,1124,1121,2232,3833,12315,1798,4314,3270,1565,8306,9009,8251,1026,766,9061,6122,1188,2487,277,300,432,1390,1382,7595,6310
9/19/08,2732,15739,1088,2420,2166,989,919,2016,3335,7680,1675,3856,3140,1379,7428,5446,7260,875,611,8176,5473,982,2141,221,242,361,1376,1164,7479,6210
9/20/08,2003,13999,705,1812,1498,784,695,1387,2187,4332,1348,2712,2435,867,5177,2964,5180,610,328,5537,3676,678,1467,115,132,282,956,973,5377,6071
9/21/08,1978,15110,821,2203,1473,713,777,1524,2421,4332,1395,2931,2419,966,6251,2884,6103,716,442,6157,4131,797,1843,138,108,284,1058,985,6038,7031
9/22/08,2730,15896,1126,2404,2392,1054,1233,2014,3287,13260,1906,4404,3399,1476,8964,5724,8301,1143,625,8763,5984,1147,2486,279,253,385,1480,1269,7436,6741
9/23/08,2725,15752,985,2339,2538,1111,1271,2074,3648,9998,1748,5041,3410,1613,9153,4129,8496,1115,623,9453,6077,1115,2756,240,268,342,1545,1395,7774,7086
9/24/08,2635,14645,1054,2415,2532,975,1351,1934,3549,13629,1810,4315,3515,1581,9052,3576,8472,978,575,8887,5810,1168,2448,250,281,366,1467,1261,7395,7005
9/25/08,2359,14662,1062,2397,2425,1014,1215,2044,4134,9109,1682,4242,3158,1570,8768,3240,8375,1031,662,9057,5729,1169,2400,210,257,373,1441,1272,7099,6993
9/26/08,2665,12257,968,2185,1889,867,987,1736,3297,9176,1531,3644,2844,1290,7362,38230,7330,866,567,7670,4888,901,1985,233,278,305,1290,1339,6348,5970
9/27/08,1701,10199,707,1675,1207,678,765,1428,2103,4332,1258,2559,2373,759,5226,17878,5289,540,411,5359,3204,656,1460,128,115,199,979,917,5870,6304
9/28/08,1757,10647,795,2144,1293,684,779,1445,2322,4607,1344,2778,2505,912,6397,9650,6075,685,388,6193,3767,712,1631,109,149,223,950,963,6275,6725
9/29/08,2758,12438,1061,2529,1994,1072,1168,2128,3369,7097,1770,4027,2943,1492,8680,12416,8446,1007,557,9065,5686,1052,2612,266,255,387,1422,1323,7492,7213
9/30/08,2728,11105,1037,2355,1879,1031,1182,2005,3436,7232,1725,3835,2922,1497,8949,7967,8115,23817,703,127319,5065,1167,2492,276,239,423,1284,1339,7041,7008
10/1/08,2540,11092,1120,2233,1921,1028,1066,2110,4509,5427,1767,4099,3187,1529,8532,5486,8236,1025,658,8264,5484,1162,2416,274,259,432,1409,1311,7396,7184
10/2/08,2376,10812,1022,2279,2056,955,1084,1949,5169,4881,1660,3929,3154,1454,8605,4516,8708,926,614,8054,5238,1035,2717,294,218,412,1339,1171,7557,7152
10/3/08,2799,9603,881,2212,1706,935,1015,2188,3430,4068,1625,3574,3402,1214,8031,4433,7334,816,557,7623,4467,913,2152,238,197,368,1135,1112,6735,6543
10/4/08,1837,8081,655,1751,1245,641,726,1427,2543,3139,1302,2451,2398,937,4959,2923,5141,519,426,5541,3029,655,1519,148,113,255,880,930,6846,6404
10/5/08,1771,8884,784,1988,1260,697,751,1464,2392,2655,1456,2794,2529,1041,6665,2995,6703,669,394,5906,3881,706,1749,138,119,272,972,964,6069,7060
10/6/08,2896,10907,1117,2287,2080,1017,1310,2215,4000,5462,1899,4010,3732,1670,9008,4676,9049,1081,684,9966,5629,1229,2619,296,248,396,1413,1285,7462,7873
10/7/08,3032,11239,1232,2581,2179,1106,1441,2237,4187,5847,1831,4531,4216,1665,9565,4480,10270,1150,689,9401,5617,1269,2703,295,281,425,1475,1528,8155,7604
10/8/08,2536,11158,1157,2541,2188,1017,1203,2308,3813,4442,1773,4307,3449,1536,9150,4152,9238,1127,689,8537,5413,1322,3065,260,297,427,1637,1425,7738,7251
10/9/08,2335,10930,1147,2434,2191,1096,1317,2211,3742,4346,1736,4846,3376,1556,9503,3963,9228,1144,700,8282,5108,1217,2746,291,249,468,1462,1205,7296,7297
10/10/08,2600,10122,1193,2290,2129,1211,1279,2189,4605,4636,1777,4152,3147,1515,8100,4786,8366,1252,708,7682,4465,1225,2485,247,297,519,1452,1170,7107,6654
10/11/08,1646,7642,637,1761,1250,733,835,1483,2880,3227,1370,2974,2341,1030,5751,3077,6429,742,423,5311,3305,802,1817,165,156,250,1114,874,5265,6276
10/12/08,1724,8915,788,1903,1352,765,873,1425,2722,3079,1592,3127,2284,1001,7009,2922,7250,729,446,5761,4030,814,1849,156,161,329,1004,974,5717,6727
10/13/08,2419,10641,1161,2493,2099,1178,1354,2079,3961,4453,1924,4278,3258,1770,9520,4132,9349,1149,699,7968,5444,1182,2573,275,245,447,1388,1352,7808,7673
10/14/08,2599,12448,1157,2568,2252,1092,1281,2109,4064,4297,1886,4607,3465,1947,10535,3953,9350,1163,748,8847,5969,1269,2880,257,318,496,1406,1323,8088,7567
10/15/08,2650,11714,1127,2638,2206,1095,1222,2067,4058,3660,1606,4513,3542,1731,10028,3762,8798,1000,708,15640,5281,1126,2528,281,281,434,1440,1236,7612,6846
10/16/08,2519,11095,1098,2417,2102,1064,1269,2218,3512,3296,1695,4433,3459,1545,9004,3203,9056,963,576,16773,5266,1101,2419,215,293,491,1329,1333,7846,7488
10/17/08,2313,9681,889,2233,1931,1102,1094,1855,3300,2799,1517,4717,2860,1437,7829,2770,7962,884,583,16112,4556,1097,2126,210,239,452,1279,1160,6930,6466
10/18/08,1627,7616,685,1641,1253,1251,781,1330,2216,2017,1316,2645,2350,889,5582,1910,5743,655,386,10095,3001,754,1643,95,145,291,1272,908,5338,5916
10/19/08,1819,8334,754,1961,1324,938,848,1591,2501,2373,1551,2978,2522,1005,8858,1907,7302,767,1176,6599,4094,895,1911,148,154,315,1108,958,6362,6747
10/20/08,2529,10593,1219,2397,2087,1130,1209,1992,3623,3159,1870,4111,3103,1659,9657,2854,9390,1088,850,8733,5677,1213,2429,256,288,470,1441,1200,8242,7001
10/21/08,2685,10862,1162,2401,2215,1077,1210,2032,3694,2988,1752,4121,3327,1684,9586,2826,9526,1092,704,8135,5651,1179,2547,226,283,469,1457,1202,7797,6781
10/22/08,2534,11381,1168,2496,2356,1134,1292,2263,3777,2991,1730,4232,3312,1725,10118,3036,10152,1146,1004,8440,5528,1306,2796,250,313,464,1759,1212,8726,6944
10/23/08,2324,11089,1117,2449,2292,1090,1112,2226,3749,3709,1824,4036,3212,1703,9054,4470,9888,1121,895,8702,5458,1298,2957,237,264,441,1489,1326,7973,6981
10/24/08,1883,9241,1008,2176,2061,1050,1000,1982,3324,2917,1483,3423,2895,1409,7584,2776,8244,948,648,7502,4297,973,2232,211,238,354,1410,1092,6950,6863
10/25/08,1428,7394,757,1710,1347,643,849,1285,2353,1973,1340,2592,2311,957,5228,1689,6538,719,381,5985,3081,688,1679,93,107,258,967,766,5521,6234
